,title,org,desc,disabilities,homeless_housing,crisis_support,health_med,child_youth,arts_culture,edu_lit,women,advocacy,seniors,animals
689,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
690,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
691,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
692,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
693,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
694,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
695,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
696,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
697,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
698,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
699,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
700,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
701,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
702,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
703,North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...,False,False,False,False,True,False,True,False,False,False,False
704,Help a struggling reader!,Oglesby Elementary School,I am looking for a volunteer to read to and work on literacy activities with a fourth grader who is a beginning reader. The ideal...,False,False,False,False,True,False,True,False,False,False,False
705,Read with CPS 3rd Graders in Albany Park at Hibbard Elementary!,Working In The Schools (WITS),Working in the Schools (WITS) creates positive learning communities through a portfolio of volunteer literacy mentor programs and teacher...,False,False,False,False,True,False,True,False,False,False,False
706,Help Prevent Youth From Being Victims of Crime & Violence!,VOICES OF VARIETY,We are looking for individuals with high energy and who wants to make a difference. Must like working with and helping youth. We have...,False,False,False,False,True,True,False,False,False,False,False
707,Program Assistant: Holiday Event Helper,iGlow Mentoring,"If you are looking for a meaningful way to give back to the community during the holidays, then the iGlow Holiday Gift Program is just...",False,False,False,False,True,False,False,True,False,False,False
708,Mentor a refugee teen,RefugeeOne,Want to make a difference in the life of a refugee? RefugeeOne's teen and young adult mentoring program matches refugee youth ages 15-24...,False,False,False,False,True,False,False,False,False,False,False
709,Tutor a Refugee Student,RefugeeOne,Want to help make a difference in the life of a young refugee? RefugeeOne’s in-home tutors work one-on-one with a child who has...,False,False,False,False,True,False,True,False,False,False,False
710,Program Coordinator (Teen Girls),iGlow Mentoring,Job Summary: We are currently working on launching a new program honoring teen girls throughout the Chicagoland area. Our Program...,False,False,False,False,True,False,False,True,False,False,False
711,Read with CPS Kindergarteners in Logan Square at McAuliffe Elementary,Working In The Schools (WITS),Working in the Schools (WITS) sets students on a trajectory for success by building critical literacy skills and positive self-identity...,False,False,False,False,True,False,True,False,False,False,False
712,Volunteer Tutor for HS students,Pass With Flying Colors,Pass With Flying Colors is a college readiness and success program that works out of Northtown Academy in Northwest Chicago. We support...,False,False,False,False,True,False,True,False,False,False,False
